year, tourney_name, tourney_slug, tourney_id, tourney_location, tourney_dates, tourney_singles_draw, tourney_doubles_draw, tourney_conditions, tourney_surface, tourney_singles_winner_name, tourney_singles_winner_slug, tourney_singles_winner_player_id, tourney_doubles_winner1_name, tourney_doubles_winner1_slug, tourney_doubles_winner1_player_id, tourney_doubles_winner2_name, tourney_doubles_winner2_slug, tourney_doubles_winner2_player_id, tourney_round_name, winner_name, winner_slug, winner_player_id, loser_name, loser_slug, loser_player_id, match_score, games_total, sets_total, tiebreaks_total, winner_games_won, winner_games_lost, winner_sets_won, winner_sets_lost, winner_tiebreaks_won, winner_tiebreaks_lost, loser_games_won, loser_games_lost, loser_sets_won, loser_sets_lost, loser_tiebreaks_won, loser_tiebreaks_lost
2016,BNP Paribas Open,indian-wells,404,"Indian Wells, United States",2016.03.10,96,96,Outdoor,Hard,Novak Djokovic,novak-djokovic,d643,Pierre-Hugues Herbert,pierre-hugues-herbert,h996,Nicolas Mahut,nicolas-mahut,m873,2nd Round Qualifying,Marco Trungelliti,marco-trungelliti,ta29,Edouard Roger-Vasselin,edouard-roger-vasselin,r613,76(4) 64,23,2,1,13,10,2,0,1,0,10,13,0,2,0,1
2016,BNP Paribas Open,indian-wells,404,"Indian Wells, United States",2016.03.10,96,96,Outdoor,Hard,Novak Djokovic,novak-djokovic,d643,Pierre-Hugues Herbert,pierre-hugues-herbert,h996,Nicolas Mahut,nicolas-mahut,m873,2nd Round Qualifying,Bjorn Fratangelo,bjorn-fratangelo,f811,Radek Stepanek,radek-stepanek,s694,63 62,17,2,,12,5,2,0,,,5,12,0,2,,
2016,BNP Paribas Open,indian-wells,404,"Indian Wells, United States",2016.03.10,96,96,Outdoor,Hard,Novak Djokovic,novak-djokovic,d643,Pierre-Hugues Herbert,pierre-hugues-herbert,h996,Nicolas Mahut,nicolas-mahut,m873,2nd Round Qualifying,Noah Rubin,noah-rubin,rc96,Dennis Novikov,dennis-novikov,n674,75 63,21,2,,13,8,2,0,,,8,13,0,2,,
2016,BNP Paribas Open,indian-wells,404,"Indian Wells, United States",2016.03.10,96,96,Outdoor,Hard,Novak Djokovic,novak-djokovic,d643,Pierre-Hugues Herbert,pierre-hugues-herbert,h996,Nicolas Mahut,nicolas-mahut,m873,2nd Round Qualifying,Ryan Harrison,ryan-harrison,h940,Jason Jung,jason-jung,j380,64 76(2) ,23,2,1,13,10,2,0,1,0,10,13,0,2,0,1
2016,BNP Paribas Open,indian-wells,404,"Indian Wells, United States",2016.03.10,96,96,Outdoor,Hard,Novak Djokovic,novak-djokovic,d643,Pierre-Hugues Herbert,pierre-hugues-herbert,h996,Nicolas Mahut,nicolas-mahut,m873,2nd Round Qualifying,Alexander Sarkissian,alexander-sarkissian,sl07,Mitchell Krueger,mitchell-krueger,kc12,57 64 64,32,3,,17,15,2,1,,,15,17,1,2,,
2016,BNP Paribas Open,indian-wells,404,"Indian Wells, United States",2016.03.10,96,96,Outdoor,Hard,Novak Djokovic,novak-djokovic,d643,Pierre-Hugues Herbert,pierre-hugues-herbert,h996,Nicolas Mahut,nicolas-mahut,m873,2nd Round Qualifying,Jozef Kovalik,jozef-kovalik,kc04,Giovanni Lapentti,giovanni-lapentti,l430,75 46 64,32,3,,17,15,2,1,,,15,17,1,2,,
2016,BNP Paribas Open,indian-wells,404,"Indian Wells, United States",2016.03.10,96,96,Outdoor,Hard,Novak Djokovic,novak-djokovic,d643,Pierre-Hugues Herbert,pierre-hugues-herbert,h996,Nicolas Mahut,nicolas-mahut,m873,2nd Round Qualifying,Peter Polansky,peter-polansky,pb22,Marcelo Arevalo,marcelo-arevalo,a853,36 63 62,26,3,,15,11,2,1,,,11,15,1,2,,
2016,BNP Paribas Open,indian-wells,404,"Indian Wells, United States",2016.03.10,96,96,Outdoor,Hard,Novak Djokovic,novak-djokovic,d643,Pierre-Hugues Herbert,pierre-hugues-herbert,h996,Nicolas Mahut,nicolas-mahut,m873,1st Round Qualifying,Yuichi Sugita,yuichi-sugita,se73,Matt Reid,matt-reid,r977,61 62,15,2,,12,3,2,0,,,3,12,0,2,,
2016,BNP Paribas Open,indian-wells,404,"Indian Wells, United States",2016.03.10,96,96,Outdoor,Hard,Novak Djokovic,novak-djokovic,d643,Pierre-Hugues Herbert,pierre-hugues-herbert,h996,Nicolas Mahut,nicolas-mahut,m873,1st Round Qualifying,Austin Krajicek,austin-krajicek,ka00,Caio Zampieri,caio-zampieri,z198,61 26 76(4) ,28,3,1,15,13,2,1,1,0,13,15,1,2,0,1
2016,BNP Paribas Open,indian-wells,404,"Indian Wells, United States",2016.03.10,96,96,Outdoor,Hard,Novak Djokovic,novak-djokovic,d643,Pierre-Hugues Herbert,pierre-hugues-herbert,h996,Nicolas Mahut,nicolas-mahut,m873,1st Round Qualifying,Pierre-Hugues Herbert,pierre-hugues-herbert,h996,Benjamin Mitchell,benjamin-mitchell,mk40,63 62,17,2,,12,5,2,0,,,5,12,0,2,,
2016,BNP Paribas Open,indian-wells,404,"Indian Wells, United States",2016.03.10,96,96,Outdoor,Hard,Novak Djokovic,novak-djokovic,d643,Pierre-Hugues Herbert,pierre-hugues-herbert,h996,Nicolas Mahut,nicolas-mahut,m873,1st Round Qualifying,Michael Berrer,michael-berrer,b678,Jonathan Eysseric,jonathan-eysseric,e678,76(4) 62,21,2,1,13,8,2,0,1,0,8,13,0,2,0,1
2016,BNP Paribas Open,indian-wells,404,"Indian Wells, United States",2016.03.10,96,96,Outdoor,Hard,Novak Djokovic,novak-djokovic,d643,Pierre-Hugues Herbert,pierre-hugues-herbert,h996,Nicolas Mahut,nicolas-mahut,m873,1st Round Qualifying,Tim Smyczek,tim-smyczek,sf62,Michael Mmoh,michael-mmoh,mp01,76(2) 26 75,33,3,1,16,17,2,1,1,0,17,16,1,2,0,1
2016,BNP Paribas Open,indian-wells,404,"Indian Wells, United States",2016.03.10,96,96,Outdoor,Hard,Novak Djokovic,novak-djokovic,d643,Pierre-Hugues Herbert,pierre-hugues-herbert,h996,Nicolas Mahut,nicolas-mahut,m873,1st Round Qualifying,Jason Jung,jason-jung,j380,John-Patrick Smith,john-patrick-smith,sj55,63 64,19,2,,12,7,2,0,,,7,12,0,2,,
2016,BNP Paribas Open,indian-wells,404,"Indian Wells, United States",2016.03.10,96,96,Outdoor,Hard,Novak Djokovic,novak-djokovic,d643,Pierre-Hugues Herbert,pierre-hugues-herbert,h996,Nicolas Mahut,nicolas-mahut,m873,1st Round Qualifying,Marcelo Arevalo,marcelo-arevalo,a853,Go Soeda,go-soeda,sc47,26 62 63,25,3,,14,11,2,1,,,11,14,1,2,,
2016,BNP Paribas Open,indian-wells,404,"Indian Wells, United States",2016.03.10,96,96,Outdoor,Hard,Novak Djokovic,novak-djokovic,d643,Pierre-Hugues Herbert,pierre-hugues-herbert,h996,Nicolas Mahut,nicolas-mahut,m873,1st Round Qualifying,Giovanni Lapentti,giovanni-lapentti,l430,Daniel Brands,daniel-brands,bc72,76(2) 63,22,2,1,13,9,2,0,1,0,9,13,0,2,0,1
2016,BNP Paribas Open,indian-wells,404,"Indian Wells, United States",2016.03.10,96,96,Outdoor,Hard,Novak Djokovic,novak-djokovic,d643,Pierre-Hugues Herbert,pierre-hugues-herbert,h996,Nicolas Mahut,nicolas-mahut,m873,1st Round Qualifying,Edouard Roger-Vasselin,edouard-roger-vasselin,r613,Ernesto Escobedo,ernesto-escobedo,e873,62 16 76(5) ,28,3,1,14,14,2,1,1,0,14,14,1,2,0,1
2016,BNP Paribas Open,indian-wells,404,"Indian Wells, United States",2016.03.10,96,96,Outdoor,Hard,Novak Djokovic,novak-djokovic,d643,Pierre-Hugues Herbert,pierre-hugues-herbert,h996,Nicolas Mahut,nicolas-mahut,m873,1st Round Qualifying,Mitchell Krueger,mitchell-krueger,kc12,Alejandro Gonzalez,alejandro-gonzalez,g892,76(4) 64,23,2,1,13,10,2,0,1,0,10,13,0,2,0,1
2016,BNP Paribas Open,indian-wells,404,"Indian Wells, United States",2016.03.10,96,96,Outdoor,Hard,Novak Djokovic,novak-djokovic,d643,Pierre-Hugues Herbert,pierre-hugues-herbert,h996,Nicolas Mahut,nicolas-mahut,m873,1st Round Qualifying,Bjorn Fratangelo,bjorn-fratangelo,f811,Joshua Milton,joshua-milton,mh15,62 62,16,2,,12,4,2,0,,,4,12,0,2,,
2016,BNP Paribas Open,indian-wells,404,"Indian Wells, United States",2016.03.10,96,96,Outdoor,Hard,Novak Djokovic,novak-djokovic,d643,Pierre-Hugues Herbert,pierre-hugues-herbert,h996,Nicolas Mahut,nicolas-mahut,m873,1st Round Qualifying,Dennis Novikov,dennis-novikov,n674,Facundo Mena,facundo-mena,mj98,61 60,13,2,,12,1,2,0,,,1,12,0,2,,
2016,BNP Paribas Open,indian-wells,404,"Indian Wells, United States",2016.03.10,96,96,Outdoor,Hard,Novak Djokovic,novak-djokovic,d643,Pierre-Hugues Herbert,pierre-hugues-herbert,h996,Nicolas Mahut,nicolas-mahut,m873,1st Round Qualifying,Andrey Rublev,andrey-rublev,re44,Somdev Devvarman,somdev-devvarman,d616,36 62 75,29,3,,16,13,2,1,,,13,16,1,2,,
2016,BNP Paribas Open,indian-wells,404,"Indian Wells, United States",2016.03.10,96,96,Outdoor,Hard,Novak Djokovic,novak-djokovic,d643,Pierre-Hugues Herbert,pierre-hugues-herbert,h996,Nicolas Mahut,nicolas-mahut,m873,1st Round Qualifying,Mischa Zverev,mischa-zverev,z168,Fernando Romboli,fernando-romboli,r960,62 63,17,2,,12,5,2,0,,,5,12,0,2,,
2016,BNP Paribas Open,indian-wells,404,"Indian Wells, United States",2016.03.10,96,96,Outdoor,Hard,Novak Djokovic,novak-djokovic,d643,Pierre-Hugues Herbert,pierre-hugues-herbert,h996,Nicolas Mahut,nicolas-mahut,m873,1st Round Qualifying,Radek Stepanek,radek-stepanek,s694,Victor Hanescu,victor-hanescu,h528,75 06 61,25,3,,13,12,2,1,,,12,13,1,2,,
2016,BNP Paribas Open,indian-wells,404,"Indian Wells, United States",2016.03.10,96,96,Outdoor,Hard,Novak Djokovic,novak-djokovic,d643,Pierre-Hugues Herbert,pierre-hugues-herbert,h996,Nicolas Mahut,nicolas-mahut,m873,1st Round Qualifying,Vincent Millot,vincent-millot,me31,Nicolas Meister,nicolas-meister,mg84,75 63,21,2,,13,8,2,0,,,8,13,0,2,,
2016,BNP Paribas Open,indian-wells,404,"Indian Wells, United States",2016.03.10,96,96,Outdoor,Hard,Novak Djokovic,novak-djokovic,d643,Pierre-Hugues Herbert,pierre-hugues-herbert,h996,Nicolas Mahut,nicolas-mahut,m873,1st Round Qualifying,Renzo Olivo,renzo-olivo,o376,Salvatore Caruso,salvatore-caruso,ce25,64 67(2) 62,31,3,1,18,13,2,1,0,1,13,18,1,2,1,0
2016,BNP Paribas Open,indian-wells,404,"Indian Wells, United States",2016.03.10,96,96,Outdoor,Hard,Novak Djokovic,novak-djokovic,d643,Pierre-Hugues Herbert,pierre-hugues-herbert,h996,Nicolas Mahut,nicolas-mahut,m873,1st Round Qualifying,Ryan Harrison,ryan-harrison,h940,Matthew Barton,matthew-barton,bh98,63 63,18,2,,12,6,2,0,,,6,12,0,2,,
2016,BNP Paribas Open,indian-wells,404,"Indian Wells, United States",2016.03.10,96,96,Outdoor,Hard,Novak Djokovic,novak-djokovic,d643,Pierre-Hugues Herbert,pierre-hugues-herbert,h996,Nicolas Mahut,nicolas-mahut,m873,1st Round Qualifying,Alexander Sarkissian,alexander-sarkissian,sl07,Sekou Bangoura,sekou-bangoura,bh02,62 62,16,2,,12,4,2,0,,,4,12,0,2,,
2016,BNP Paribas Open,indian-wells,404,"Indian Wells, United States",2016.03.10,96,96,Outdoor,Hard,Novak Djokovic,novak-djokovic,d643,Pierre-Hugues Herbert,pierre-hugues-herbert,h996,Nicolas Mahut,nicolas-mahut,m873,1st Round Qualifying,Jozef Kovalik,jozef-kovalik,kc04,Philip Bester,philip-bester,bc68,64 62,18,2,,12,6,2,0,,,6,12,0,2,,
2016,BNP Paribas Open,indian-wells,404,"Indian Wells, United States",2016.03.10,96,96,Outdoor,Hard,Novak Djokovic,novak-djokovic,d643,Pierre-Hugues Herbert,pierre-hugues-herbert,h996,Nicolas Mahut,nicolas-mahut,m873,1st Round Qualifying,Marco Trungelliti,marco-trungelliti,ta29,Connor Smith,connor-smith,sm38,61 64,17,2,,12,5,2,0,,,5,12,0,2,,
2016,BNP Paribas Open,indian-wells,404,"Indian Wells, United States",2016.03.10,96,96,Outdoor,Hard,Novak Djokovic,novak-djokovic,d643,Pierre-Hugues Herbert,pierre-hugues-herbert,h996,Nicolas Mahut,nicolas-mahut,m873,1st Round Qualifying,Peter Polansky,peter-polansky,pb22,James McGee,james-mcgee,mg47,76(4) 62,21,2,1,13,8,2,0,1,0,8,13,0,2,0,1
2016,BNP Paribas Open,indian-wells,404,"Indian Wells, United States",2016.03.10,96,96,Outdoor,Hard,Novak Djokovic,novak-djokovic,d643,Pierre-Hugues Herbert,pierre-hugues-herbert,h996,Nicolas Mahut,nicolas-mahut,m873,1st Round Qualifying,Noah Rubin,noah-rubin,rc96,Mikhail Ledovskikh,mikhail-ledovskikh,l702,64 62,18,2,,12,6,2,0,,,6,12,0,2,,
2016,BNP Paribas Open,indian-wells,404,"Indian Wells, United States",2016.03.10,96,96,Outdoor,Hard,Novak Djokovic,novak-djokovic,d643,Pierre-Hugues Herbert,pierre-hugues-herbert,h996,Nicolas Mahut,nicolas-mahut,m873,1st Round Qualifying,Tommy Paul,tommy-paul,pl56,Marek Michalicka,marek-michalicka,mf78,76(3) 75,25,2,1,14,11,2,0,1,0,11,14,0,2,0,1
2016,Miami Open presented by Itau,miami,403,"Miami, United States",2016.03.23,96,96,Outdoor,Hard,Novak Djokovic,novak-djokovic,d643,Pierre-Hugues Herbert,pierre-hugues-herbert,h996,Nicolas Mahut,nicolas-mahut,m873,Finals,Novak Djokovic,novak-djokovic,d643,Kei Nishikori,kei-nishikori,n552,63 63,18,2,,12,6,2,0,,,6,12,0,2,,
2016,Miami Open presented by Itau,miami,403,"Miami, United States",2016.03.23,96,96,Outdoor,Hard,Novak Djokovic,novak-djokovic,d643,Pierre-Hugues Herbert,pierre-hugues-herbert,h996,Nicolas Mahut,nicolas-mahut,m873,Semi-Finals,Novak Djokovic,novak-djokovic,d643,David Goffin,david-goffin,gb88,76(5) 64,23,2,1,13,10,2,0,1,0,10,13,0,2,0,1
2016,Miami Open presented by Itau,miami,403,"Miami, United States",2016.03.23,96,96,Outdoor,Hard,Novak Djokovic,novak-djokovic,d643,Pierre-Hugues Herbert,pierre-hugues-herbert,h996,Nicolas Mahut,nicolas-mahut,m873,Semi-Finals,Kei Nishikori,kei-nishikori,n552,Nick Kyrgios,nick-kyrgios,ke17,63 75,21,2,,13,8,2,0,,,8,13,0,2,,
2016,Miami Open presented by Itau,miami,403,"Miami, United States",2016.03.23,96,96,Outdoor,Hard,Novak Djokovic,novak-djokovic,d643,Pierre-Hugues Herbert,pierre-hugues-herbert,h996,Nicolas Mahut,nicolas-mahut,m873,Quarter-Finals,Novak Djokovic,novak-djokovic,d643,Tomas Berdych,tomas-berdych,ba47,63 63,18,2,,12,6,2,0,,,6,12,0,2,,
2016,Miami Open presented by Itau,miami,403,"Miami, United States",2016.03.23,96,96,Outdoor,Hard,Novak Djokovic,novak-djokovic,d643,Pierre-Hugues Herbert,pierre-hugues-herbert,h996,Nicolas Mahut,nicolas-mahut,m873,Quarter-Finals,Kei Nishikori,kei-nishikori,n552,Gael Monfils,gael-monfils,mc65,46 63 76(3) ,32,3,1,17,15,2,1,1,0,15,17,1,2,0,1
2016,Miami Open presented by Itau,miami,403,"Miami, United States",2016.03.23,96,96,Outdoor,Hard,Novak Djokovic,novak-djokovic,d643,Pierre-Hugues Herbert,pierre-hugues-herbert,h996,Nicolas Mahut,nicolas-mahut,m873,Quarter-Finals,Nick Kyrgios,nick-kyrgios,ke17,Milos Raonic,milos-raonic,r975,64 76(4) ,23,2,1,13,10,2,0,1,0,10,13,0,2,0,1
2016,Miami Open presented by Itau,miami,403,"Miami, United States",2016.03.23,96,96,Outdoor,Hard,Novak Djokovic,novak-djokovic,d643,Pierre-Hugues Herbert,pierre-hugues-herbert,h996,Nicolas Mahut,nicolas-mahut,m873,Quarter-Finals,David Goffin,david-goffin,gb88,Gilles Simon,gilles-simon,sd32,36 62 61,24,3,,15,9,2,1,,,9,15,1,2,,
2016,Miami Open presented by Itau,miami,403,"Miami, United States",2016.03.23,96,96,Outdoor,Hard,Novak Djokovic,novak-djokovic,d643,Pierre-Hugues Herbert,pierre-hugues-herbert,h996,Nicolas Mahut,nicolas-mahut,m873,Round of 16,Novak Djokovic,novak-djokovic,d643,Dominic Thiem,dominic-thiem,tb69,63 64,19,2,,12,7,2,0,,,7,12,0,2,,
2016,Miami Open presented by Itau,miami,403,"Miami, United States",2016.03.23,96,96,Outdoor,Hard,Novak Djokovic,novak-djokovic,d643,Pierre-Hugues Herbert,pierre-hugues-herbert,h996,Nicolas Mahut,nicolas-mahut,m873,Round of 16,Kei Nishikori,kei-nishikori,n552,Roberto Bautista Agut,roberto-bautista-agut,bd06,62 64,18,2,,12,6,2,0,,,6,12,0,2,,
2016,Miami Open presented by Itau,miami,403,"Miami, United States",2016.03.23,96,96,Outdoor,Hard,Novak Djokovic,novak-djokovic,d643,Pierre-Hugues Herbert,pierre-hugues-herbert,h996,Nicolas Mahut,nicolas-mahut,m873,Round of 16,Tomas Berdych,tomas-berdych,ba47,Richard Gasquet,richard-gasquet,g628,64 36 75,31,3,,16,15,2,1,,,15,16,1,2,,
2016,Miami Open presented by Itau,miami,403,"Miami, United States",2016.03.23,96,96,Outdoor,Hard,Novak Djokovic,novak-djokovic,d643,Pierre-Hugues Herbert,pierre-hugues-herbert,h996,Nicolas Mahut,nicolas-mahut,m873,Round of 16,Milos Raonic,milos-raonic,r975,Damir Dzumhur,damir-dzumhur,d923,60 63,15,2,,12,3,2,0,,,3,12,0,2,,
2016,Miami Open presented by Itau,miami,403,"Miami, United States",2016.03.23,96,96,Outdoor,Hard,Novak Djokovic,novak-djokovic,d643,Pierre-Hugues Herbert,pierre-hugues-herbert,h996,Nicolas Mahut,nicolas-mahut,m873,Round of 16,David Goffin,david-goffin,gb88,Horacio Zeballos,horacio-zeballos,z184,75 63,21,2,,13,8,2,0,,,8,13,0,2,,
2016,Miami Open presented by Itau,miami,403,"Miami, United States",2016.03.23,96,96,Outdoor,Hard,Novak Djokovic,novak-djokovic,d643,Pierre-Hugues Herbert,pierre-hugues-herbert,h996,Nicolas Mahut,nicolas-mahut,m873,Round of 16,Gael Monfils,gael-monfils,mc65,Grigor Dimitrov,grigor-dimitrov,d875,67(5) 63 63,31,3,1,18,13,2,1,0,1,13,18,1,2,1,0
2016,Miami Open presented by Itau,miami,403,"Miami, United States",2016.03.23,96,96,Outdoor,Hard,Novak Djokovic,novak-djokovic,d643,Pierre-Hugues Herbert,pierre-hugues-herbert,h996,Nicolas Mahut,nicolas-mahut,m873,Round of 16,Gilles Simon,gilles-simon,sd32,Lucas Pouille,lucas-pouille,pf39,60 61,13,2,,12,1,2,0,,,1,12,0,2,,
2016,Miami Open presented by Itau,miami,403,"Miami, United States",2016.03.23,96,96,Outdoor,Hard,Novak Djokovic,novak-djokovic,d643,Pierre-Hugues Herbert,pierre-hugues-herbert,h996,Nicolas Mahut,nicolas-mahut,m873,Round of 16,Nick Kyrgios,nick-kyrgios,ke17,Andrey Kuznetsov,andrey-kuznetsov,kb54,76(3) 63,22,2,1,13,9,2,0,1,0,9,13,0,2,0,1
2016,Miami Open presented by Itau,miami,403,"Miami, United States",2016.03.23,96,96,Outdoor,Hard,Novak Djokovic,novak-djokovic,d643,Pierre-Hugues Herbert,pierre-hugues-herbert,h996,Nicolas Mahut,nicolas-mahut,m873,Round of 32,Novak Djokovic,novak-djokovic,d643,Joao Sousa,joao-sousa,sh90,64 61,17,2,,12,5,2,0,,,5,12,0,2,,
2016,Miami Open presented by Itau,miami,403,"Miami, United States",2016.03.23,96,96,Outdoor,Hard,Novak Djokovic,novak-djokovic,d643,Pierre-Hugues Herbert,pierre-hugues-herbert,h996,Nicolas Mahut,nicolas-mahut,m873,Round of 32,Grigor Dimitrov,grigor-dimitrov,d875,Andy Murray,andy-murray,mc10,67(1) 64 63,32,3,1,18,14,2,1,0,1,14,18,1,2,1,0
2016,Miami Open presented by Itau,miami,403,"Miami, United States",2016.03.23,96,96,Outdoor,Hard,Novak Djokovic,novak-djokovic,d643,Pierre-Hugues Herbert,pierre-hugues-herbert,h996,Nicolas Mahut,nicolas-mahut,m873,Round of 32,Kei Nishikori,kei-nishikori,n552,Alexandr Dolgopolov,alexandr-dolgopolov,d801,62 62,16,2,,12,4,2,0,,,4,12,0,2,,
2016,Miami Open presented by Itau,miami,403,"Miami, United States",2016.03.23,96,96,Outdoor,Hard,Novak Djokovic,novak-djokovic,d643,Pierre-Hugues Herbert,pierre-hugues-herbert,h996,Nicolas Mahut,nicolas-mahut,m873,Round of 32,Tomas Berdych,tomas-berdych,ba47,Steve Johnson,steve-johnson,j386,63 67(6) 63,31,3,1,18,13,2,1,0,1,13,18,1,2,1,0
2016,Miami Open presented by Itau,miami,403,"Miami, United States",2016.03.23,96,96,Outdoor,Hard,Novak Djokovic,novak-djokovic,d643,Pierre-Hugues Herbert,pierre-hugues-herbert,h996,Nicolas Mahut,nicolas-mahut,m873,Round of 32,Lucas Pouille,lucas-pouille,pf39,David Ferrer,david-ferrer,f401,67(1) 76(4) 75,38,3,2,20,18,2,1,1,1,18,20,1,2,1,1
2016,Miami Open presented by Itau,miami,403,"Miami, United States",2016.03.23,96,96,Outdoor,Hard,Novak Djokovic,novak-djokovic,d643,Pierre-Hugues Herbert,pierre-hugues-herbert,h996,Nicolas Mahut,nicolas-mahut,m873,Round of 32,Roberto Bautista Agut,roberto-bautista-agut,bd06,Jo-Wilfried Tsonga,jo-wilfried-tsonga,t786,26 63 76(3) ,30,3,1,15,15,2,1,1,0,15,15,1,2,0,1
2016,Miami Open presented by Itau,miami,403,"Miami, United States",2016.03.23,96,96,Outdoor,Hard,Novak Djokovic,novak-djokovic,d643,Pierre-Hugues Herbert,pierre-hugues-herbert,h996,Nicolas Mahut,nicolas-mahut,m873,Round of 32,Richard Gasquet,richard-gasquet,g628,Benoit Paire,benoit-paire,pd31,63 60,15,2,,12,3,2,0,,,3,12,0,2,,
2016,Miami Open presented by Itau,miami,403,"Miami, United States",2016.03.23,96,96,Outdoor,Hard,Novak Djokovic,novak-djokovic,d643,Pierre-Hugues Herbert,pierre-hugues-herbert,h996,Nicolas Mahut,nicolas-mahut,m873,Round of 32,Gilles Simon,gilles-simon,sd32,Marin Cilic,marin-cilic,c977,63 67(4) 63,31,3,1,18,13,2,1,0,1,13,18,1,2,1,0
2016,Miami Open presented by Itau,miami,403,"Miami, United States",2016.03.23,96,96,Outdoor,Hard,Novak Djokovic,novak-djokovic,d643,Pierre-Hugues Herbert,pierre-hugues-herbert,h996,Nicolas Mahut,nicolas-mahut,m873,Round of 32,Milos Raonic,milos-raonic,r975,Jack Sock,jack-sock,sm25,76(3) 64,23,2,1,13,10,2,0,1,0,10,13,0,2,0,1
2016,Miami Open presented by Itau,miami,403,"Miami, United States",2016.03.23,96,96,Outdoor,Hard,Novak Djokovic,novak-djokovic,d643,Pierre-Hugues Herbert,pierre-hugues-herbert,h996,Nicolas Mahut,nicolas-mahut,m873,Round of 32,Dominic Thiem,dominic-thiem,tb69,Yoshihito Nishioka,yoshihito-nishioka,n732,62 62,16,2,,12,4,2,0,,,4,12,0,2,,
2016,Miami Open presented by Itau,miami,403,"Miami, United States",2016.03.23,96,96,Outdoor,Hard,Novak Djokovic,novak-djokovic,d643,Pierre-Hugues Herbert,pierre-hugues-herbert,h996,Nicolas Mahut,nicolas-mahut,m873,Round of 32,David Goffin,david-goffin,gb88,Viktor Troicki,viktor-troicki,t840,61 61,14,2,,12,2,2,0,,,2,12,0,2,,
2016,Miami Open presented by Itau,miami,403,"Miami, United States",2016.03.23,96,96,Outdoor,Hard,Novak Djokovic,novak-djokovic,d643,Pierre-Hugues Herbert,pierre-hugues-herbert,h996,Nicolas Mahut,nicolas-mahut,m873,Round of 32,Gael Monfils,gael-monfils,mc65,Pablo Cuevas,pablo-cuevas,c882,63 64,19,2,,12,7,2,0,,,7,12,0,2,,
2016,Miami Open presented by Itau,miami,403,"Miami, United States",2016.03.23,96,96,Outdoor,Hard,Novak Djokovic,novak-djokovic,d643,Pierre-Hugues Herbert,pierre-hugues-herbert,h996,Nicolas Mahut,nicolas-mahut,m873,Round of 32,Nick Kyrgios,nick-kyrgios,ke17,Tim Smyczek,tim-smyczek,sf62,64 64,20,2,,12,8,2,0,,,8,12,0,2,,
2016,Miami Open presented by Itau,miami,403,"Miami, United States",2016.03.23,96,96,Outdoor,Hard,Novak Djokovic,novak-djokovic,d643,Pierre-Hugues Herbert,pierre-hugues-herbert,h996,Nicolas Mahut,nicolas-mahut,m873,Round of 32,Damir Dzumhur,damir-dzumhur,d923,Mikhail Kukushkin,mikhail-kukushkin,k926,46 61 62,25,3,,16,9,2,1,,,9,16,1,2,,
2016,Miami Open presented by Itau,miami,403,"Miami, United States",2016.03.23,96,96,Outdoor,Hard,Novak Djokovic,novak-djokovic,d643,Pierre-Hugues Herbert,pierre-hugues-herbert,h996,Nicolas Mahut,nicolas-mahut,m873,Round of 32,Andrey Kuznetsov,andrey-kuznetsov,kb54,Adrian Mannarino,adrian-mannarino,me82,26 75 60,26,3,,15,11,2,1,,,11,15,1,2,,
2016,Miami Open presented by Itau,miami,403,"Miami, United States",2016.03.23,96,96,Outdoor,Hard,Novak Djokovic,novak-djokovic,d643,Pierre-Hugues Herbert,pierre-hugues-herbert,h996,Nicolas Mahut,nicolas-mahut,m873,Round of 32,Horacio Zeballos,horacio-zeballos,z184,Fernando Verdasco,fernando-verdasco,v306,16 64 76(4) ,30,3,1,14,16,2,1,1,0,16,14,1,2,0,1
2016,Miami Open presented by Itau,miami,403,"Miami, United States",2016.03.23,96,96,Outdoor,Hard,Novak Djokovic,novak-djokovic,d643,Pierre-Hugues Herbert,pierre-hugues-herbert,h996,Nicolas Mahut,nicolas-mahut,m873,Round of 64,Novak Djokovic,novak-djokovic,d643,Kyle Edmund,kyle-edmund,e831,63 63,18,2,,12,6,2,0,,,6,12,0,2,,
2016,Miami Open presented by Itau,miami,403,"Miami, United States",2016.03.23,96,96,Outdoor,Hard,Novak Djokovic,novak-djokovic,d643,Pierre-Hugues Herbert,pierre-hugues-herbert,h996,Nicolas Mahut,nicolas-mahut,m873,Round of 64,Andy Murray,andy-murray,mc10,Denis Istomin,denis-istomin,i165,63 75,21,2,,13,8,2,0,,,8,13,0,2,,
2016,Miami Open presented by Itau,miami,403,"Miami, United States",2016.03.23,96,96,Outdoor,Hard,Novak Djokovic,novak-djokovic,d643,Pierre-Hugues Herbert,pierre-hugues-herbert,h996,Nicolas Mahut,nicolas-mahut,m873,Round of 64,Andrey Kuznetsov,andrey-kuznetsov,kb54,Stan Wawrinka,stan-wawrinka,w367,64 63,19,2,,12,7,2,0,,,7,12,0,2,,
2016,Miami Open presented by Itau,miami,403,"Miami, United States",2016.03.23,96,96,Outdoor,Hard,Novak Djokovic,novak-djokovic,d643,Pierre-Hugues Herbert,pierre-hugues-herbert,h996,Nicolas Mahut,nicolas-mahut,m873,Round of 64,Damir Dzumhur,damir-dzumhur,d923,Rafael Nadal,rafael-nadal,n409,26 64 30 (RET),21,4,,11,10,2,1,,,10,11,1,2,,
